pr_number,pr_owner,first_pr,pr_commits,pr_comments,merged,linked,sameOwner,comments,commentsB4,ownerComments,ownerCommentsB4,mergerComments,mergerCommentsB4
1579,avimar,0,1,0,1,0,,,,,,,
1577,akoumjian,0,1,1,1,0,,,,,,,
1574,codysoyland,0,1,0,0,0,,,,,,,
1572,akoumjian,0,1,1,1,0,,,,,,,
1573,tateeskew,1,1,0,0,0,,,,,,,
1570,dcolish,0,1,1,1,0,,,,,,,
1568,rizumu,0,1,0,0,0,,,,,,,
1569,fabulops,1,1,0,1,1,1,16,10,6,6,4,0
1599,shouse-cars,1,1,0,1,0,,,,,,,
1598,imankulov,0,1,1,1,0,,,,,,,
1596,avimar,0,1,0,1,0,,,,,,,
1595,blast-hardcheese,0,1,0,1,0,,,,,,,
1593,intchanter,0,7,0,1,0,,,,,,,
1592,cluther,1,1,1,1,0,,,,,,,
1591,avimar,0,4,0,1,1,0,7,6,2,2,5,4
1590,romeotheriault,0,1,0,0,0,,,,,,,
1589,romeotheriault,0,1,0,0,0,,,,,,,
1588,blast-hardcheese,0,1,0,1,0,,,,,,,
1587,blast-hardcheese,0,1,0,1,0,,,,,,,
1586,bretep,0,1,0,1,0,,,,,,,
1585,bretep,0,13,0,1,0,,,,,,,
1548,laprice,0,3,0,1,1,0,2,2,2,2,0,0
1549,wraithan,0,1,0,1,0,,,,,,,
1550,blast-hardcheese,0,1,0,0,0,,,,,,,
1551,jre,1,4,0,1,0,,,,,,,
1544,dcolish,0,2,0,1,0,,,,,,,
1546,wraithan,1,1,2,1,0,,,,,,,
1547,dcolish,0,2,0,1,0,,,,,,,
1540,s0undt3ch,0,1,0,1,0,,,,,,,
1541,greghaynes,1,1,0,1,0,,,,,,,
1542,akoumjian,0,1,0,1,0,,,,,,,
1536,laprice,0,4,0,1,0,,,,,,,
1537,dcolish,0,3,0,1,0,,,,,,,
1538,dcolish,0,2,0,1,0,,,,,,,
1539,dcolish,0,2,0,1,0,,,,,,,
1567,bretep,0,3,0,1,0,,,,,,,
1566,bretep,0,1,0,0,0,,,,,,,
1561,bretep,0,3,0,0,0,,,,,,,
1560,SEJeff,0,5,2,1,0,,,,,,,
1563,twinshadow,0,1,0,1,0,,,,,,,
1562,bretep,0,8,0,1,0,,,,,,,
1557,s0undt3ch,0,1,0,1,0,,,,,,,
1556,dcolish,0,3,1,1,0,,,,,,,
1559,lewinson,1,1,0,1,0,,,,,,,
1558,baijum,0,1,0,1,0,,,,,,,
1552,KB1JWQ,0,1,0,1,0,,,,,,,
1763,rhyselsmore,0,1,0,1,0,,,,,,,
1762,rhyselsmore,1,1,0,0,0,,,,,,,
1761,herlo,0,1,0,1,0,,,,,,,
1760,terminalmage,0,1,1,1,0,,,,,,,
1771,s0undt3ch,0,1,5,1,0,,,,,,,
1770,s0undt3ch,0,6,0,1,0,,,,,,,
1769,amuraru,0,1,0,1,0,,,,,,,
1768,s0undt3ch,0,9,7,1,0,,,,,,,
16942,pcarrier,0,0,0,0,0,,,,,,,
1774,bretep,0,1,0,1,0,,,,,,,
1773,paulcollinsiii,1,1,0,1,0,,,,,,,
1778,scott-w,1,3,0,1,0,,,,,,,
1779,s0undt3ch,0,3,1,1,0,,,,,,,
1782,mrud,0,2,0,1,0,,,,,,,
1783,scott-w,0,1,0,1,0,,,,,,,
1780,dlam26,0,1,0,0,0,,,,,,,
1786,epoelke,0,1,0,1,0,,,,,,,
1787,borgstrom,0,2,0,1,0,,,,,,,
1785,stas,1,2,1,1,0,,,,,,,
1791,s0undt3ch,0,5,0,1,0,,,,,,,
1788,bastichelaar,0,1,0,1,0,,,,,,,
1729,cheater,1,1,0,1,1,0,15,5,6,2,6,3
1731,bretep,0,9,0,0,1,0,15,9,7,4,,
1733,techhat,0,2,1,1,1,0,6,3,2,1,2,1
1732,bretep,0,13,0,1,0,,,,,,,
1736,skreutzberger,1,1,0,1,0,,,,,,,
1739,s0undt3ch,0,1,1,1,0,,,,,,,
1738,cvrebert,0,0,0,0,1,1,1,0,0,0,,
1741,s0undt3ch,0,2,1,1,0,,,,,,,
1740,s0undt3ch,0,1,1,1,0,,,,,,,
1744,drawks,1,1,0,1,1,1,4,4,2,2,2,2
1745,s0undt3ch,0,2,4,1,0,,,,,,,
1746,s0undt3ch,0,1,3,1,0,,,,,,,
1748,johnthedebs,1,1,0,1,0,,,,,,,
1749,johnthedebs,0,1,0,0,0,,,,,,,
1750,johnthedebs,0,1,0,1,0,,,,,,,
1751,imankulov,0,2,0,1,0,,,,,,,
1752,skreutzberger,0,1,0,1,0,,,,,,,
1754,herlo,0,6,1,1,0,,,,,,,
1755,herlo,0,1,0,1,0,,,,,,,
1757,alekibango,1,1,0,1,0,,,,,,,
1758,herlo,0,1,0,1,0,,,,,,,
1759,herlo,0,3,1,1,0,,,,,,,
1703,kmwhite,0,1,0,0,0,,,,,,,
1702,Mistobaan,1,1,0,0,0,,,,,,,
1701,epoelke,0,1,0,1,0,,,,,,,
1700,imankulov,0,1,1,1,1,1,2,0,1,0,1,0
1698,imankulov,0,2,2,1,0,,,,,,,
1697,jre,0,1,0,1,0,,,,,,,
1711,marcinkuzminski,1,1,3,1,0,,,,,,,
1710,mrud,0,1,0,1,0,,,,,,,
1709,mrud,0,1,0,1,0,,,,,,,
1708,mrud,0,3,0,1,0,,,,,,,
1707,techhat,0,4,1,1,0,,,,,,,
1705,wzzrd,0,2,0,1,0,,,,,,,
1718,marcinkuzminski,0,1,0,1,0,,,,,,,
1719,bastichelaar,0,1,0,1,0,,,,,,,
1715,f34rdotcom,1,1,0,1,0,,,,,,,
1712,marcinkuzminski,0,1,3,1,0,,,,,,,
1713,mrud,0,1,0,0,0,,,,,,,
1726,bretep,0,2,0,1,0,,,,,,,
1723,avimar,0,2,0,1,0,,,,,,,
1720,mrud,0,1,0,1,0,,,,,,,
1671,etalas,1,1,0,1,0,,,,,,,
1670,s0undt3ch,0,2,10,1,0,,,,,,,
1664,kvelarde,0,3,0,1,0,,,,,,,
1667,s0undt3ch,0,5,0,1,0,,,,,,,
1666,kiall,1,1,2,1,0,,,,,,,
9453,msabramo,0,0,0,0,0,,,,,,,
1677,mrud,0,2,0,1,0,,,,,,,
1676,mrud,0,23,0,0,0,,,,,,,
1679,s0undt3ch,0,2,4,1,0,,,,,,,
1673,akhayyat,1,1,0,1,0,,,,,,,
1672,s0undt3ch,0,1,0,1,0,,,,,,,
1674,akhayyat,0,1,0,1,0,,,,,,,
1684,shouse-cars,0,2,0,1,0,,,,,,,
1687,techhat,0,1,0,1,0,,,,,,,
1680,grierj,0,1,0,1,0,,,,,,,
1681,wzzrd,0,1,0,0,0,,,,,,,
1682,amuraru,1,1,0,1,0,,,,,,,
1692,mrud,0,1,0,1,1,1,2,1,1,0,1,1
1693,mrud,0,1,0,1,0,,,,,,,
1694,mrud,0,1,0,1,1,1,5,5,3,3,2,2
1695,akhayyat,0,1,0,1,0,,,,,,,
1688,mrud,0,1,0,1,1,1,1,1,0,0,1,1
1689,mrud,0,1,0,1,0,,,,,,,
1691,techhat,0,3,2,1,0,,,,,,,
1919,romeotheriault,0,2,0,1,0,,,,,,,
1918,romeotheriault,1,1,0,1,0,,,,,,,
1907,alekibango,0,1,0,1,0,,,,,,,
1909,gldnspud,0,1,0,0,0,,,,,,,
1908,uggedal,0,3,1,1,0,,,,,,,
1911,uggedal,0,1,1,1,0,,,,,,,
1910,alekibango,0,1,0,1,0,,,,,,,
1897,s0undt3ch,0,0,0,1,0,,,,,,,
1898,uggedal,0,1,1,1,0,,,,,,,
1899,alekibango,0,2,0,1,0,,,,,,,
1901,scott-w,0,2,0,1,0,,,,,,,
1903,uggedal,0,2,0,1,0,,,,,,,
1889,herlo,0,1,1,1,0,,,,,,,
1892,jeffh,0,1,0,1,1,1,1,1,0,0,1,1
1893,jeffh,0,1,0,1,1,0,1,1,0,0,1,1
1894,s0undt3ch,0,2,1,1,1,1,12,12,6,6,6,6
1895,s0undt3ch,0,1,0,1,1,0,4,3,1,0,1,1
1887,kjkuan,0,1,1,1,0,,,,,,,
1875,rhyselsmore,0,1,0,1,0,,,,,,,
1874,twinshadow,0,1,0,1,0,,,,,,,
1873,marcinkuzminski,0,1,0,1,0,,,,,,,
1872,mrud,0,2,0,1,0,,,,,,,
1878,s0undt3ch,0,1,3,1,0,,,,,,,
1877,s0undt3ch,0,8,1,1,1,1,0,0,0,0,0,0
1866,marcinkuzminski,0,1,0,1,0,,,,,,,
1867,borgstrom,0,1,0,1,0,,,,,,,
9513,msabramo,0,0,0,0,0,,,,,,,
1869,herlo,0,6,1,1,0,,,,,,,
1858,kjkuan,0,2,1,1,0,,,,,,,
1859,borgstrom,0,1,0,1,0,,,,,,,
1856,s0undt3ch,0,1,1,1,0,,,,,,,
1857,seanchannel,0,1,2,1,1,1,16,16,0,0,9,9
1862,seanchannel,0,1,0,1,0,,,,,,,
1860,egut,0,1,0,1,0,,,,,,,
1855,s0undt3ch,0,5,0,1,0,,,,,,,
1854,borgstrom,0,1,0,1,0,,,,,,,
1849,borgstrom,0,1,0,1,0,,,,,,,
1851,borgstrom,0,1,0,1,0,,,,,,,
1850,borgstrom,0,4,0,1,0,,,,,,,
1847,seanchannel,1,1,2,1,0,,,,,,,
1836,borgstrom,0,13,0,1,0,,,,,,,
1839,jeffh,1,1,0,1,0,,,,,,,
1833,egut,1,1,0,1,0,,,,,,,
1834,fabulops,0,1,0,1,0,,,,,,,
1835,harleypig,1,1,0,1,0,,,,,,,
1828,kjkuan,0,8,4,1,0,,,,,,,
1824,grierj,0,4,0,1,0,,,,,,,
1826,fabulops,0,1,0,0,0,,,,,,,
1823,mrud,0,1,0,1,0,,,,,,,
1822,bretep,0,8,0,1,1,0,10,9,6,5,3,3
1819,s0undt3ch,0,2,0,1,0,,,,,,,
1818,s0undt3ch,0,2,7,1,0,,,,,,,
1814,s0undt3ch,0,1,0,1,0,,,,,,,
1812,s0undt3ch,0,1,6,1,0,,,,,,,
1811,s0undt3ch,0,1,0,1,0,,,,,,,
1810,s0undt3ch,0,2,1,1,0,,,,,,,
1808,s0undt3ch,0,4,0,1,0,,,,,,,
1806,s0undt3ch,0,5,2,1,0,,,,,,,
1805,s0undt3ch,0,4,0,1,0,,,,,,,
1802,alekibango,0,1,0,1,0,,,,,,,
1800,s0undt3ch,0,2,1,0,0,,,,,,,
1801,s0undt3ch,0,2,4,1,0,,,,,,,
1798,kjkuan,1,1,2,1,0,,,,,,,
1796,borgstrom,0,2,0,1,0,,,,,,,
1795,borgstrom,0,1,0,1,0,,,,,,,
1793,s0undt3ch,0,6,5,1,0,,,,,,,
2038,borgstrom,0,1,0,1,0,,,,,,,
2040,giantlock,1,1,0,1,0,,,,,,,
2041,giantlock,0,1,1,1,0,,,,,,,
2043,gekitsuu,0,1,0,1,0,,,,,,,
2045,giantlock,0,1,5,1,0,,,,,,,
2046,thekuffs,0,12,5,1,0,,,,,,,
2017,thekuffs,0,2,1,1,0,,,,,,,
2019,gekitsuu,1,1,0,1,0,,,,,,,
2018,favoretti,1,1,0,1,0,,,,,,,
2023,kjkuan,0,6,7,1,0,,,,,,,
2022,gekitsuu,0,2,0,1,0,,,,,,,
2024,gekitsuu,0,1,0,1,0,,,,,,,
2027,s0undt3ch,0,7,5,1,0,,,,,,,
2031,scott-w,0,10,0,1,0,,,,,,,
2002,seanchannel,0,1,1,1,1,0,0,0,0,0,0,0
2001,s0undt3ch,0,2,0,1,0,,,,,,,
2005,s0undt3ch,0,4,5,1,0,,,,,,,
2014,s0undt3ch,0,1,10,1,0,,,,,,,
2015,thekuffs,1,4,6,1,0,,,,,,,
1984,0xDEC0DE,0,1,0,1,0,,,,,,,
1995,s0undt3ch,0,1,0,1,1,0,9,4,3,2,3,2
1994,s0undt3ch,0,1,0,1,1,0,7,1,3,1,3,1
1999,nm-jeff,1,1,0,1,0,,,,,,,
1998,seanchannel,0,1,1,1,0,,,,,,,
1997,s0undt3ch,0,2,0,1,0,,,,,,,
1996,s0undt3ch,0,1,0,1,1,0,1,1,0,0,0,0
1973,kjkuan,0,2,2,1,0,,,,,,,
1974,s0undt3ch,0,1,2,1,0,,,,,,,
1975,romeotheriault,0,1,0,1,0,,,,,,,
1968,s0undt3ch,0,1,0,1,0,,,,,,,
1969,wilkystyle,0,4,0,1,0,,,,,,,
1970,stas,0,1,0,1,0,,,,,,,
1971,benhosmer,0,1,0,0,0,,,,,,,
1980,s0undt3ch,0,2,2,1,0,,,,,,,
1982,s0undt3ch,0,1,6,1,1,0,3,2,1,1,1,1
1983,s0undt3ch,0,1,0,1,0,,,,,,,
1979,benhosmer,0,1,0,1,0,,,,,,,
1958,s0undt3ch,0,2,0,1,0,,,,,,,
1954,s0undt3ch,0,5,1,1,1,0,4,3,3,2,1,1
1967,s0undt3ch,0,2,2,1,0,,,,,,,
1962,drzero42,0,1,0,1,1,1,2,0,1,0,1,0
1942,seanchannel,0,1,3,1,0,,,,,,,
1943,josmardias,1,1,0,1,0,,,,,,,
1940,brutasse,0,1,1,1,0,,,,,,,
1938,s0undt3ch,0,1,0,1,0,,,,,,,
1939,s0undt3ch,0,1,1,1,0,,,,,,,
1936,s0undt3ch,0,1,0,1,0,,,,,,,
1937,s0undt3ch,0,1,0,1,0,,,,,,,
1950,s0undt3ch,0,2,0,1,0,,,,,,,
1949,s0undt3ch,0,3,5,1,0,,,,,,,
1946,romeotheriault,0,1,0,1,0,,,,,,,
1947,romeotheriault,0,1,0,1,0,,,,,,,
1944,josmardias,0,1,0,1,0,,,,,,,
1927,seanchannel,0,1,0,1,0,,,,,,,
1926,wilkystyle,0,1,0,1,0,,,,,,,
1925,seanchannel,0,1,1,1,0,,,,,,,
1933,s0undt3ch,0,2,0,1,0,,,,,,,
1932,tvaughan,0,1,3,1,1,1,15,14,7,6,8,8
1930,mattrobenolt,0,17,8,0,0,,,,,,,
1929,romeotheriault,0,1,0,1,0,,,,,,,
1928,s0undt3ch,0,2,1,1,0,,,,,,,
2200,thekuffs,0,2,0,1,0,,,,,,,
2201,whiteinge,0,1,0,1,0,,,,,,,
2203,romeotheriault,0,1,0,1,0,,,,,,,
2207,corywright,1,1,0,1,0,,,,,,,
2194,seanchannel,0,1,1,1,0,,,,,,,
2196,seanchannel,0,2,4,0,0,,,,,,,
2197,seanchannel,0,1,0,1,0,,,,,,,
2199,whiteinge,0,1,0,1,0,,,,,,,
2185,seanchannel,0,1,1,1,0,,,,,,,
2184,jraman,0,2,0,1,0,,,,,,,
2187,terminalmage,0,1,1,1,1,0,2,1,2,1,0,0
2186,terminalmage,0,2,2,1,0,,,,,,,
2189,seanchannel,0,1,1,1,0,,,,,,,
2188,romeotheriault,0,1,0,1,0,,,,,,,
2191,uggedal,0,1,1,1,0,,,,,,,
2177,thekuffs,0,1,0,1,0,,,,,,,
2176,jacksontj,1,1,0,1,0,,,,,,,
2183,s0undt3ch,0,2,2,1,1,0,13,13,8,8,5,5
2182,seanchannel,0,1,0,1,1,1,4,1,2,0,2,1
2234,abh,1,2,2,1,0,,,,,,,
2232,s0undt3ch,0,3,3,1,0,,,,,,,
2238,romeotheriault,0,1,0,1,0,,,,,,,
2236,UtahDave,0,1,0,1,0,,,,,,,
2237,UtahDave,0,1,0,1,0,,,,,,,
2226,etdub,1,1,0,1,0,,,,,,,
2230,romeotheriault,0,1,0,1,0,,,,,,,
2231,s0undt3ch,0,4,0,1,1,0,4,4,3,3,1,1
2218,romeotheriault,0,1,0,1,0,,,,,,,
2221,seanchannel,0,1,1,1,0,,,,,,,
2211,whiteinge,0,2,1,1,0,,,,,,,
2210,romeotheriault,0,2,0,1,0,,,,,,,
2209,whiteinge,0,1,1,1,0,,,,,,,
2208,whiteinge,0,1,0,1,0,,,,,,,
2214,jonasvp,0,2,0,1,1,1,4,4,2,2,2,2
2212,jonasvp,1,1,0,1,0,,,,,,,
2271,danielitus,1,1,0,1,0,,,,,,,
2264,UtahDave,0,1,0,1,0,,,,,,,
2265,UtahDave,0,1,0,1,0,,,,,,,
2260,romeotheriault,0,1,0,1,0,,,,,,,
2263,KrisSaxton,0,1,0,1,0,,,,,,,
2256,thekuffs,0,1,0,1,0,,,,,,,
2257,gcw,0,5,0,0,0,,,,,,,
2259,UtahDave,0,1,0,1,1,0,16,12,0,0,10,8
2252,UtahDave,0,1,1,1,0,,,,,,,
2255,thekuffs,0,1,0,1,0,,,,,,,
2254,UtahDave,0,1,0,1,0,,,,,,,
2248,thekuffs,0,1,0,1,0,,,,,,,
2251,UtahDave,0,3,0,1,1,0,19,18,8,7,1,1
2250,whiteinge,0,1,0,1,0,,,,,,,
2244,thekuffs,0,2,0,1,0,,,,,,,
2246,romeotheriault,0,1,0,1,0,,,,,,,
2243,teftin,0,1,0,1,0,,,,,,,
2303,gcw,0,8,0,1,0,,,,,,,
2298,thekuffs,0,1,0,1,0,,,,,,,
2299,thekuffs,0,1,0,1,0,,,,,,,
2292,scott-w,0,15,0,1,0,,,,,,,
2293,vbulax,1,1,0,1,0,,,,,,,
2288,romeotheriault,0,1,0,1,0,,,,,,,
2289,jonasvp,0,1,0,1,1,0,10,6,3,2,2,1
2285,UtahDave,0,1,0,1,1,0,1,1,1,1,0,0
2284,josmardias,0,1,0,1,1,1,5,3,4,2,0,0
2283,whiteinge,0,1,0,1,0,,,,,,,
2281,sjoeboo,0,1,0,1,0,,,,,,,
2280,millerdev,1,3,0,1,0,,,,,,,
2275,whiteinge,0,2,1,1,0,,,,,,,
2274,maspwr,0,1,0,0,0,,,,,,,
2272,thekuffs,0,1,0,1,0,,,,,,,
2065,thekuffs,0,6,1,1,0,,,,,,,
2067,s0undt3ch,0,8,0,1,1,0,56,20,34,14,6,4
2066,thekuffs,0,1,1,1,0,,,,,,,
2069,thekuffs,0,1,0,1,0,,,,,,,
2070,teftin,1,748,0,0,0,,,,,,,
2073,rubic,0,1,0,1,0,,,,,,,
2072,teftin,0,1,0,1,0,,,,,,,
2075,seanchannel,0,1,1,0,0,,,,,,,
2074,thekuffs,0,1,0,1,0,,,,,,,
2077,thekuffs,0,1,5,1,0,,,,,,,
2076,seanchannel,0,2,3,1,0,,,,,,,
2079,seanchannel,0,3,0,1,0,,,,,,,
2049,seanchannel,0,1,1,1,1,0,16,16,0,0,9,9
2050,seanchannel,0,1,1,1,1,0,16,16,0,0,9,9
2055,s0undt3ch,0,1,1,1,0,,,,,,,
2056,seanchannel,0,1,0,1,0,,,,,,,
2058,morganfainberg,1,1,0,0,0,,,,,,,
2059,morganfainberg,0,1,0,0,0,,,,,,,
2060,s0undt3ch,0,3,6,1,0,,,,,,,
2061,borgstrom,0,2,0,1,0,,,,,,,
2063,thekuffs,0,2,6,1,0,,,,,,,
2099,DarkSinclair,0,1,0,1,0,,,,,,,
2103,morganfainberg,0,1,0,1,1,0,1,1,0,0,1,1
2102,seanchannel,0,1,1,1,0,,,,,,,
2101,DarkSinclair,0,1,0,1,1,1,1,1,0,0,1,1
2107,thekuffs,0,1,1,1,0,,,,,,,
2105,thekuffs,0,1,0,1,0,,,,,,,
2104,seanchannel,0,2,2,1,0,,,,,,,
2110,DarkSinclair,0,1,0,1,1,1,2,1,0,0,2,1
2109,s0undt3ch,0,8,0,1,1,0,2,2,2,2,0,0
2082,seanchannel,0,1,1,1,0,,,,,,,
2083,romeotheriault,0,1,0,1,0,,,,,,,
2080,seanchannel,0,2,0,1,0,,,,,,,
2086,tlk2126,1,1,0,1,0,,,,,,,
2084,gcw,0,1,0,1,0,,,,,,,
2085,s0undt3ch,0,1,0,1,1,0,28,25,17,15,3,3
2091,UtahDave,0,1,0,1,1,1,0,0,0,0,0,0
2088,DarkSinclair,1,1,0,1,0,,,,,,,
2089,rubic,0,1,0,1,0,,,,,,,
2094,seanchannel,0,1,1,0,1,0,18,18,10,10,,
2095,seanchannel,0,1,1,1,1,0,18,18,10,10,8,8
2093,bendavis78,1,1,0,1,1,1,3,1,1,0,2,1
19692,geoffgarside,0,1,0,0,0,,,,,,,
2133,koentje,1,1,0,1,0,,,,,,,
2135,s0undt3ch,0,6,1,1,0,,,,,,,
2129,seanchannel,0,2,7,0,0,,,,,,,
2128,s0undt3ch,0,10,2,1,1,1,23,22,13,13,10,9
2141,s0undt3ch,0,9,2,1,1,0,8,8,5,5,2,2
2140,terminalmage,0,4,21,1,0,,,,,,,
2136,s0undt3ch,0,4,1,1,0,,,,,,,
2138,s0undt3ch,0,1,0,1,1,1,10,7,4,3,3,2
2116,s0undt3ch,0,1,0,1,1,1,1,1,1,1,0,0
2119,thekuffs,0,1,0,1,0,,,,,,,
2115,gekitsuu,0,1,0,1,0,,,,,,,
2124,thekuffs,0,1,0,1,0,,,,,,,
2125,seanchannel,0,1,4,0,0,,,,,,,
2126,thekuffs,0,1,0,1,0,,,,,,,
2127,romeotheriault,0,1,0,0,0,,,,,,,
2120,scott-w,0,3,0,1,0,,,,,,,
2122,morganfainberg,0,1,0,1,0,,,,,,,
2165,seanchannel,0,1,0,1,0,,,,,,,
2164,whiteinge,0,2,1,1,0,,,,,,,
2163,thekuffs,0,1,0,1,0,,,,,,,
2162,kjkuan,0,1,0,1,0,,,,,,,
2161,marcinkuzminski,0,4,0,1,0,,,,,,,
2160,terminalmage,0,4,3,1,1,1,8,6,4,3,4,3
2175,thekuffs,0,1,0,1,0,,,,,,,
2174,seanchannel,0,1,0,1,0,,,,,,,
2172,s0undt3ch,0,1,3,1,0,,,,,,,
2171,s0undt3ch,0,4,0,1,0,,,,,,,
2170,jraman,1,1,0,1,0,,,,,,,
2169,seanchannel,0,2,1,1,0,,,,,,,
2168,terminalmage,0,1,0,1,1,1,13,0,0,0,5,0
2150,anentropic,1,1,1,1,0,,,,,,,
2148,romeotheriault,0,2,0,1,0,,,,,,,
2149,s0undt3ch,0,1,0,1,0,,,,,,,
2146,f0rk,0,1,0,1,0,,,,,,,
2158,KrisSaxton,1,1,0,1,0,,,,,,,
2159,tvaughan,0,2,1,1,0,,,,,,,
2156,herlo,0,1,1,1,0,,,,,,,
2157,s0undt3ch,0,3,2,1,1,1,4,4,3,3,1,1
2154,terminalmage,0,1,0,1,1,0,27,25,15,14,12,11
2155,herlo,0,1,1,1,0,,,,,,,
2152,alejandrogomez,1,1,2,1,0,,,,,,,
2153,terminalmage,0,1,5,1,0,,,,,,,
2443,petersanchez,0,2,0,1,0,,,,,,,
2442,petersanchez,1,1,0,1,0,,,,,,,
2447,danielliang,0,1,0,1,0,,,,,,,
2446,terminalmage,0,1,3,1,0,,,,,,,
2445,twinshadow,0,4,0,1,0,,,,,,,
2444,giantlock,0,1,1,1,0,,,,,,,
2434,ffa,0,1,0,1,0,,,,,,,
2432,ffa,0,1,0,1,0,,,,,,,
2439,s0undt3ch,0,9,2,1,0,,,,,,,
2438,twinshadow,0,6,0,1,0,,,,,,,
2437,SEJeff,0,8,1,1,0,,,,,,,
2458,thekuffs,0,1,0,1,1,0,3,1,2,1,1,0
2459,UtahDave,0,1,1,1,0,,,,,,,
2456,seanchannel,0,1,10,1,0,,,,,,,
2457,techhat,0,4,0,1,0,,,,,,,
2463,s0undt3ch,0,10,9,1,1,1,0,0,0,0,0,0
2460,UtahDave,0,1,0,1,1,0,3,3,0,0,1,1
2461,giantlock,0,1,1,1,0,,,,,,,
2450,giantlock,0,1,3,1,0,,,,,,,
2451,twinshadow,0,1,0,1,0,,,,,,,
2452,giantlock,0,1,3,1,0,,,,,,,
2453,techhat,0,1,0,1,0,,,,,,,
2472,ryanschneider,0,4,0,1,0,,,,,,,
2474,seanchannel,0,1,0,1,0,,,,,,,
2477,seanchannel,0,1,0,1,0,,,,,,,
2476,techhat,0,3,0,1,0,,,,,,,
2479,techhat,0,6,1,1,0,,,,,,,
2478,UtahDave,0,1,0,1,1,0,0,0,0,0,0,0
2465,jonasvp,0,1,0,1,0,,,,,,,
2469,thekuffs,0,1,0,1,0,,,,,,,
11205,msabramo,0,0,0,0,0,,,,,,,
2471,seanchannel,0,1,0,1,0,,,,,,,
2470,giantlock,0,1,3,1,0,,,,,,,
2488,techhat,0,2,0,1,0,,,,,,,
2489,UtahDave,0,1,0,1,1,0,3,1,1,0,0,0
2490,techhat,0,1,0,1,0,,,,,,,
2491,thekuffs,0,4,0,1,0,,,,,,,
2492,ryanschneider,0,1,0,1,0,,,,,,,
2493,s0undt3ch,0,6,5,1,0,,,,,,,
2495,PaulNendick,1,1,0,1,0,,,,,,,
2480,seanchannel,0,1,0,1,0,,,,,,,
2481,giantlock,0,2,2,1,0,,,,,,,
2482,seanchannel,0,3,0,1,0,,,,,,,
2483,seanchannel,0,1,0,1,0,,,,,,,
2484,s0undt3ch,0,1,2,1,1,0,9,9,3,3,3,3
2485,s0undt3ch,0,1,2,1,0,,,,,,,
2486,s0undt3ch,0,3,4,1,1,0,3,3,1,1,1,1
2487,seanchannel,0,1,4,1,0,,,,,,,
2511,UtahDave,0,1,0,1,0,,,,,,,
2510,s0undt3ch,0,1,1,1,0,,,,,,,
2507,UtahDave,0,2,1,1,1,0,1,1,0,0,1,1
2506,seanchannel,0,1,0,1,0,,,,,,,
2505,giantlock,0,1,0,1,0,,,,,,,
2504,thekuffs,0,1,0,1,0,,,,,,,
2502,UtahDave,0,5,0,1,1,0,12,1,1,0,0,0
2501,jacksontj,0,2,0,1,0,,,,,,,
2500,jacksontj,0,1,0,0,0,,,,,,,
2499,PaulNendick,0,1,0,1,0,,,,,,,
2498,UtahDave,0,1,0,1,1,0,10,2,1,0,4,1
2497,PaulNendick,0,1,0,1,0,,,,,,,
2526,terminalmage,0,1,1,1,0,,,,,,,
2527,yumike,1,1,0,1,0,,,,,,,
2524,terminalmage,0,1,1,1,0,,,,,,,
2525,terminalmage,0,1,1,1,0,,,,,,,
2522,cedwards,0,1,0,1,0,,,,,,,
2523,SEJeff,0,8,1,1,0,,,,,,,
2520,bclermont,0,1,1,1,0,,,,,,,
2521,giantlock,0,1,0,1,0,,,,,,,
2519,bclermont,0,1,1,1,0,,,,,,,
2516,giantlock,0,1,0,1,0,,,,,,,
2517,techhat,0,1,0,1,0,,,,,,,
2514,bclermont,1,1,1,1,0,,,,,,,
2515,bclermont,0,1,0,1,0,,,,,,,
2541,UtahDave,0,1,0,1,1,0,2,1,0,0,1,1
2543,terminalmage,0,1,13,1,0,,,,,,,
2542,terminalmage,0,1,2,1,0,,,,,,,
2539,thekuffs,0,3,0,1,0,,,,,,,
2538,thekuffs,0,1,0,1,0,,,,,,,
2532,s0undt3ch,0,2,0,1,0,,,,,,,
2535,borgstrom,0,1,0,1,0,,,,,,,
2534,borgstrom,0,1,0,1,0,,,,,,,
2529,terminalmage,0,1,5,1,0,,,,,,,
2528,kjkuan,0,36,0,1,0,,,,,,,
2530,giantlock,0,1,0,1,0,,,,,,,
2556,mrtizmo,0,2,0,1,0,,,,,,,
2557,SEJeff,0,3,2,1,0,,,,,,,
2558,johnthedebs,0,1,0,1,0,,,,,,,
2552,UtahDave,0,1,0,1,1,0,3,3,0,0,2,2
2553,thekuffs,0,1,0,1,0,,,,,,,
2554,s0undt3ch,0,1,0,1,0,,,,,,,
2555,ryanschneider,0,1,0,1,0,,,,,,,
2548,giantlock,0,1,0,1,0,,,,,,,
2549,seanchannel,0,1,2,1,0,,,,,,,
2550,mrtizmo,1,1,0,1,0,,,,,,,
2551,thekuffs,0,2,0,1,0,,,,,,,
2544,kjkuan,0,8,0,1,0,,,,,,,
2545,giantlock,0,1,0,1,0,,,,,,,
2546,terminalmage,0,1,1,1,0,,,,,,,
2547,s0undt3ch,0,6,2,1,0,,,,,,,
2306,terminalmage,0,1,1,1,0,,,,,,,
2307,terminalmage,0,2,4,1,0,,,,,,,
2304,seanchannel,0,1,4,0,0,,,,,,,
2305,gcw,0,1,0,1,0,,,,,,,
