pr_number,pr_owner,first_pr,pr_commits,pr_comments,merged,linked,sameOwner,comments,commentsB4,ownerComments,ownerCommentsB4,mergerComments,mergerCommentsB4
642,epoelke,0,1,0,1,0,,,,,,,
670,brutasse,0,1,0,0,0,,,,,,,
664,jonasvp,0,1,0,0,0,,,,,,,
665,maspwr,0,1,0,0,0,,,,,,,
660,baijum,0,1,0,0,0,,,,,,,
662,KB1JWQ,0,1,0,1,0,,,,,,,
658,syphernl,0,2,1,0,0,,,,,,,
745,mnemonikk,0,1,0,1,0,,,,,,,
744,wraithan,0,1,0,0,0,,,,,,,
751,maspwr,0,1,0,0,0,,,,,,,
749,aleszoulek,0,1,0,0,0,,,,,,,
748,UtahDave,0,3,1,1,0,,,,,,,
738,benhosmer,0,1,2,1,0,,,,,,,
737,UtahDave,0,11,1,1,0,,,,,,,
736,bclermont,0,1,0,0,0,,,,,,,
743,shintonik,0,1,0,0,0,,,,,,,
741,owenn,0,2,0,0,0,,,,,,,
740,owenn,0,1,0,0,0,,,,,,,
761,wraithan,0,1,0,0,0,,,,,,,
766,uggedal,0,1,0,1,0,,,,,,,
767,terminalmage,0,1,0,1,0,,,,,,,
765,uggedal,0,1,0,1,0,,,,,,,
755,UtahDave,0,1,0,1,0,,,,,,,
753,maspwr,0,3,0,0,0,,,,,,,
713,elfixit,0,2,0,1,0,,,,,,,
715,wraithan,0,1,0,0,0,,,,,,,
714,uggedal,0,1,1,1,0,,,,,,,
717,uggedal,0,1,0,1,0,,,,,,,
716,uggedal,0,4,0,1,0,,,,,,,
719,maspwr,0,59,0,0,0,,,,,,,
705,hathawsh,1,1,0,1,1,1,3,1,1,0,2,1
706,mattrobenolt,0,0,0,0,0,,,,,,,
710,wraithan,0,1,0,0,0,,,,,,,
728,maspwr,0,1,0,0,0,,,,,,,
730,OddBloke,0,1,0,0,0,,,,,,,
731,MTecknology,1,1,0,1,0,,,,,,,
732,benhosmer,1,1,1,1,0,,,,,,,
733,benhosmer,0,1,3,1,0,,,,,,,
735,teichopsia,1,1,0,1,0,,,,,,,
721,uggedal,0,2,0,1,0,,,,,,,
722,cedwards,0,1,0,1,0,,,,,,,
723,cedwards,0,1,0,1,0,,,,,,,
724,cedwards,0,1,0,1,0,,,,,,,
725,fabiant7t,0,2,0,0,0,,,,,,,
820,dcolish,0,6,0,1,0,,,,,,,
823,dcolish,0,2,0,1,1,0,1,1,0,0,1,1
817,maspwr,0,130,0,0,0,,,,,,,
819,dcolish,0,1,0,1,0,,,,,,,
818,dcolish,0,1,1,1,0,,,,,,,
829,dcolish,0,3,0,1,0,,,,,,,
831,dcolish,0,1,0,1,0,,,,,,,
830,dcolish,0,1,0,1,0,,,,,,,
825,mattrobenolt,0,1,0,0,0,,,,,,,
827,dcolish,0,1,2,0,0,,,,,,,
826,dcolish,0,7,1,1,0,,,,,,,
804,Ivoz,0,2,0,0,0,,,,,,,
805,terminalmage,0,1,1,1,0,,,,,,,
806,rhyselsmore,0,1,0,0,0,,,,,,,
8519,msabramo,0,0,0,0,0,,,,,,,
807,HonzaKral,0,1,0,0,0,,,,,,,
800,grierj,0,1,0,1,0,,,,,,,
801,terminalmage,0,1,0,1,0,,,,,,,
803,Ivoz,0,4,0,0,0,,,,,,,
812,SEJeff,0,4,0,1,0,,,,,,,
813,tomprince,1,1,0,1,0,,,,,,,
814,DamianZaremba,0,1,0,0,0,,,,,,,
808,dcolish,1,1,0,1,0,,,,,,,
810,dcolish,0,1,3,1,0,,,,,,,
811,UtahDave,0,1,0,1,0,,,,,,,
791,rizumu,0,1,0,0,0,,,,,,,
790,l2ol33rt,0,2,0,1,0,,,,,,,
788,gordonm,0,1,0,1,0,,,,,,,
787,Plasma,0,1,0,0,0,,,,,,,
784,blast-hardcheese,0,2,0,1,0,,,,,,,
799,cedwards,0,1,0,1,0,,,,,,,
798,cedwards,0,1,0,1,0,,,,,,,
797,cedwards,0,1,0,1,0,,,,,,,
796,geoffgarside,0,1,0,0,0,,,,,,,
795,cedwards,0,1,0,1,0,,,,,,,
793,terminalmage,0,1,0,1,0,,,,,,,
792,cedwards,0,1,0,1,0,,,,,,,
774,fatbox,0,1,1,1,0,,,,,,,
775,grierj,1,1,0,1,0,,,,,,,
770,fatbox,0,2,6,0,0,,,,,,,
771,pille,1,1,0,1,0,,,,,,,
769,UtahDave,0,1,0,1,0,,,,,,,
782,Ivoz,0,1,0,0,0,,,,,,,
781,blast-hardcheese,0,1,1,1,1,0,7,0,3,0,3,0
778,cedwards,0,1,0,1,0,,,,,,,
779,gordonm,1,1,0,1,0,,,,,,,
776,terminalmage,0,1,2,1,0,,,,,,,
777,peacetara,0,1,0,0,0,,,,,,,
881,dcolish,0,2,0,1,1,0,7,4,4,3,3,1
882,dcolish,0,3,0,1,1,0,7,5,3,2,3,3
885,teancom,0,3,0,1,0,,,,,,,
884,dcolish,0,3,0,1,0,,,,,,,
887,dcolish,0,1,0,1,0,,,,,,,
889,fxdgear,1,1,2,1,0,,,,,,,
890,teancom,0,2,0,1,0,,,,,,,
895,tamentis,0,1,0,0,0,,,,,,,
866,dcolish,0,1,0,1,1,0,13,12,7,6,4,4
867,teancom,0,2,0,1,0,,,,,,,
868,UtahDave,0,2,2,1,0,,,,,,,
869,dcolish,0,4,0,1,0,,,,,,,
871,dcolish,0,2,0,0,0,,,,,,,
872,emidln,0,1,0,0,0,,,,,,,
873,dcolish,0,4,0,1,0,,,,,,,
874,iffy,0,1,0,0,0,,,,,,,
876,dcolish,0,1,0,1,0,,,,,,,
878,dcolish,0,1,0,1,0,,,,,,,
879,syphernl,0,1,1,1,0,,,,,,,
850,akhayyat,0,1,0,0,0,,,,,,,
849,akhayyat,0,2,0,0,1,1,3,3,0,0,,
848,teancom,0,2,0,1,0,,,,,,,
855,dcolish,0,1,0,1,0,,,,,,,
854,dcolish,0,2,3,1,0,,,,,,,
853,grierj,0,4,0,1,0,,,,,,,
859,dcolish,0,3,0,1,0,,,,,,,
857,peterlandry,0,4,0,0,0,,,,,,,
856,dcolish,0,2,0,1,0,,,,,,,
860,UtahDave,0,13,0,1,0,,,,,,,
833,dcolish,0,3,0,1,0,,,,,,,
838,blast-hardcheese,0,2,0,1,1,1,19,16,6,5,6,5
839,dcolish,0,1,0,1,1,0,10,2,5,0,2,1
843,dcolish,0,3,0,1,0,,,,,,,
846,akhayyat,0,1,0,0,1,1,3,3,0,0,,
847,dcolish,0,3,0,0,0,,,,,,,
844,teancom,1,1,0,1,0,,,,,,,
845,dcolish,0,1,0,1,0,,,,,,,
956,fxdgear,0,14,2,1,0,,,,,,,
957,blast-hardcheese,0,1,0,0,0,,,,,,,
958,blast-hardcheese,0,1,0,1,0,,,,,,,
959,blast-hardcheese,0,1,0,1,0,,,,,,,
952,fxdgear,0,3,0,1,0,,,,,,,
955,SEJeff,0,28,0,1,0,,,,,,,
948,dcolish,0,2,0,1,0,,,,,,,
949,teancom,0,4,0,1,0,,,,,,,
950,SEJeff,0,3,0,1,0,,,,,,,
944,grischa,0,1,0,0,0,,,,,,,
947,SEJeff,0,13,0,1,0,,,,,,,
941,teancom,0,1,0,1,0,,,,,,,
940,SEJeff,0,2,0,1,0,,,,,,,
942,SEJeff,0,8,0,1,0,,,,,,,
937,SEJeff,0,3,0,1,0,,,,,,,
939,teancom,0,2,0,1,0,,,,,,,
938,epoelke,0,1,0,1,0,,,,,,,
933,UtahDave,0,2,0,1,0,,,,,,,
932,UtahDave,0,1,0,1,0,,,,,,,
928,nwjsmith,1,1,0,1,0,,,,,,,
8642,msabramo,0,0,0,0,0,,,,,,,
927,fxdgear,0,25,9,1,0,,,,,,,
925,UtahDave,0,1,0,1,0,,,,,,,
922,paulcollinsiii,0,1,0,0,0,,,,,,,
920,msabramo,0,1,0,0,0,,,,,,,
918,SEJeff,0,1,2,1,0,,,,,,,
919,SEJeff,0,1,0,1,0,,,,,,,
917,SEJeff,0,6,0,1,0,,,,,,,
914,dcolish,0,2,4,1,0,,,,,,,
912,dcolish,0,2,0,1,0,,,,,,,
911,grierj,0,2,0,1,0,,,,,,,
910,gordonm,0,2,0,1,0,,,,,,,
908,UtahDave,0,1,0,1,0,,,,,,,
904,emidln,0,1,0,0,0,,,,,,,
902,vittyvk,0,2,4,1,0,,,,,,,
901,SEJeff,0,4,0,1,0,,,,,,,
900,teancom,0,1,0,1,0,,,,,,,
897,SEJeff,0,3,0,1,0,,,,,,,
1016,codysoyland,0,1,0,1,0,,,,,,,
1017,grierj,0,1,0,1,0,,,,,,,
1019,fatbox,0,1,2,1,0,,,,,,,
1020,alekibango,0,1,0,0,1,1,2,2,0,0,,
1022,stephas,1,1,0,0,0,,,,,,,
1023,stephas,0,2,0,1,0,,,,,,,
1009,byronclark,0,1,0,0,0,,,,,,,
1011,0xDEC0DE,0,1,0,1,0,,,,,,,
1014,sontek,0,1,0,0,0,,,,,,,
1015,codysoyland,0,1,0,1,0,,,,,,,
1004,UtahDave,0,1,0,1,0,,,,,,,
1007,fatbox,0,1,4,1,0,,,,,,,
993,trane,0,3,0,1,0,,,,,,,
992,gthb,0,1,0,0,0,,,,,,,
995,trane,0,2,0,1,0,,,,,,,
994,fatbox,0,1,0,1,0,,,,,,,
998,codysoyland,1,1,0,1,0,,,,,,,
986,KB1JWQ,0,4,0,1,0,,,,,,,
984,sontek,0,1,0,0,0,,,,,,,
990,trane,0,2,0,1,0,,,,,,,
991,trane,0,1,0,0,0,,,,,,,
989,cedwards,0,1,0,1,0,,,,,,,
978,JensRantil,1,2,1,1,0,,,,,,,
979,trane,0,3,0,1,0,,,,,,,
977,trane,0,1,0,0,0,,,,,,,
982,vlaci,0,2,0,0,0,,,,,,,
980,fxdgear,0,1,0,1,0,,,,,,,
981,fxdgear,0,7,0,1,0,,,,,,,
970,nwjsmith,0,1,0,1,0,,,,,,,
969,UtahDave,0,2,0,1,0,,,,,,,
968,SEJeff,0,4,0,1,0,,,,,,,
975,archme,0,1,0,1,0,,,,,,,
974,trane,0,3,0,1,0,,,,,,,
973,trane,0,3,0,1,0,,,,,,,
972,trane,1,2,0,1,0,,,,,,,
961,dcolish,0,1,0,1,0,,,,,,,
960,dcolish,0,1,0,1,0,,,,,,,
967,UtahDave,0,1,0,1,0,,,,,,,
966,blast-hardcheese,0,1,0,1,0,,,,,,,
1100,borgstrom,0,1,0,1,0,,,,,,,
1102,JensRantil,0,1,0,0,0,,,,,,,
1088,taavi,0,1,1,1,0,,,,,,,
1090,borgstrom,0,1,2,1,0,,,,,,,
1113,emonty,0,1,0,1,0,,,,,,,
1112,emonty,1,1,0,1,0,,,,,,,
1115,emonty,0,2,0,1,0,,,,,,,
1114,teancom,0,1,0,1,0,,,,,,,
1109,borgstrom,0,1,1,1,0,,,,,,,
1111,borgstrom,0,1,0,1,0,,,,,,,
1110,borgstrom,0,1,1,1,0,,,,,,,
1105,tvaughan,0,1,1,1,0,,,,,,,
1104,tvaughan,1,1,0,1,1,1,2,1,1,0,1,1
1107,UtahDave,0,1,0,1,0,,,,,,,
1106,jhutchins,1,1,0,1,0,,,,,,,
1134,bretep,0,56,0,1,0,,,,,,,
1135,twalk482,1,1,0,1,0,,,,,,,
1132,tvaughan,0,1,0,1,0,,,,,,,
1130,tvaughan,0,2,1,1,0,,,,,,,
1131,tvaughan,0,1,2,1,0,,,,,,,
1128,tvaughan,0,1,1,1,0,,,,,,,
1129,logic,1,1,0,1,0,,,,,,,
1126,tvaughan,0,1,6,1,0,,,,,,,
1127,tvaughan,0,1,2,1,0,,,,,,,
1123,jeblair,1,1,0,1,0,,,,,,,
1151,imankulov,0,1,9,1,0,,,,,,,
1150,imankulov,1,2,1,1,0,,,,,,,
1147,cmek,1,1,0,1,0,,,,,,,
1142,dekkers,1,1,1,1,0,,,,,,,
1141,epoelke,0,1,0,1,0,,,,,,,
1137,jhutchins,0,4,0,1,0,,,,,,,
1032,JensRantil,0,1,0,0,1,1,2,2,0,0,,
1035,fxdgear,0,2,0,1,0,,,,,,,
1036,SEJeff,0,7,2,1,0,,,,,,,
1037,UtahDave,0,4,1,1,0,,,,,,,
1025,JensRantil,0,1,0,0,0,,,,,,,
1026,JensRantil,0,3,0,0,0,,,,,,,
1028,loupgaroublond,1,1,0,0,0,,,,,,,
1029,fatbox,0,1,1,1,0,,,,,,,
1030,teancom,0,2,0,1,0,,,,,,,
1031,mineo,0,29,0,0,0,,,,,,,
1049,duanebc,0,1,0,1,0,,,,,,,
1051,blast-hardcheese,0,2,0,1,0,,,,,,,
1050,duanebc,0,1,0,1,0,,,,,,,
1052,duanebc,0,1,0,1,0,,,,,,,
1055,vitaliyf,1,1,0,1,0,,,,,,,
1041,herlo,0,3,0,1,0,,,,,,,
1042,JensRantil,0,1,0,0,1,1,0,0,0,0,,
1047,duanebc,1,1,0,1,0,,,,,,,
1066,syphernl,0,2,0,1,0,,,,,,,
1067,syphernl,0,1,0,1,0,,,,,,,
1065,syphernl,0,3,0,1,0,,,,,,,
1058,syphernl,0,1,0,1,0,,,,,,,
1056,syphernl,0,1,2,1,0,,,,,,,
1057,blast-hardcheese,0,1,0,1,0,,,,,,,
1062,fatbox,0,1,0,1,0,,,,,,,
1063,fatbox,0,1,0,1,0,,,,,,,
1082,wedge-jarrad,0,1,0,1,0,,,,,,,
1081,yml,0,1,0,0,0,,,,,,,
1087,nwjsmith,0,1,0,0,1,0,1,1,0,0,,
1086,wzzrd,0,1,0,0,0,,,,,,,
1085,taavi,1,1,1,1,0,,,,,,,
1079,borgstrom,1,1,1,1,0,,,,,,,
1221,0xDEC0DE,0,1,0,1,0,,,,,,,
1220,msabramo,0,1,2,1,0,,,,,,,
1222,baijum,0,1,0,1,0,,,,,,,
1216,skruger,0,3,0,0,0,,,,,,,
1219,vitaliyf,0,1,0,1,0,,,,,,,
1218,blast-hardcheese,0,2,0,1,0,,,,,,,
1229,knine,1,1,0,1,0,,,,,,,
1228,jeamland,1,1,0,1,0,,,,,,,
1231,mchesnut,1,1,0,0,0,,,,,,,
1230,uggedal,0,2,0,1,0,,,,,,,
1225,crazysim,0,1,0,0,0,,,,,,,
1226,chapel,1,1,0,0,1,1,3,0,1,0,,
1233,herlo,0,1,0,1,0,,,,,,,
1235,therek,1,7,0,1,0,,,,,,,
1244,therek,0,1,0,1,0,,,,,,,
1246,baijum,0,1,2,1,0,,,,,,,
1247,jhutchins,0,1,0,1,0,,,,,,,
1241,SEJeff,0,1,3,1,0,,,,,,,
1243,jhutchins,0,5,0,1,0,,,,,,,
1255,mattrobenolt,0,1,0,0,0,,,,,,,
1254,mchesnut,0,5,0,1,0,,,,,,,
1252,baijum,0,1,0,1,0,,,,,,,
1250,baijum,0,1,3,0,0,,,,,,,
1249,jhutchins,0,4,0,1,0,,,,,,,
1262,techhat,0,1,1,1,0,,,,,,,
1261,jhutchins,0,1,0,1,0,,,,,,,
1260,jhutchins,0,1,0,1,0,,,,,,,
1259,nwjsmith,0,1,0,0,1,0,3,3,0,0,,
1258,jhutchins,0,1,0,1,0,,,,,,,
1257,jhutchins,0,1,0,1,0,,,,,,,
1256,techhat,0,1,0,1,0,,,,,,,
1270,msabramo,0,1,1,1,0,,,,,,,
1271,baijum,0,1,0,1,0,,,,,,,
1269,msabramo,0,1,0,1,0,,,,,,,
1266,baijum,0,1,4,0,0,,,,,,,
1267,baijum,0,2,2,1,0,,,,,,,
1265,UtahDave,0,4,0,1,0,,,,,,,
1279,dcolish,0,2,1,1,0,,,,,,,
1277,uggedal,0,1,1,1,0,,,,,,,
1275,baijum,0,1,0,1,1,1,1,1,0,0,1,1
1272,baijum,0,2,0,1,0,,,,,,,
1273,dcolish,0,1,1,1,0,,,,,,,
1157,aboe76,0,106,6,0,0,,,,,,,
1159,tvaughan,0,1,1,1,0,,,,,,,
1158,tvaughan,0,1,0,1,0,,,,,,,
1161,tvaughan,0,1,4,1,0,,,,,,,
1160,tvaughan,0,1,1,1,0,,,,,,,
1163,tvaughan,0,1,0,1,0,,,,,,,
1162,baijum,1,2,1,1,0,,,,,,,
1165,msabramo,1,1,0,1,0,,,,,,,
1164,baijum,0,1,1,1,0,,,,,,,
1167,msabramo,0,1,5,1,0,,,,,,,
1166,msabramo,0,1,1,1,0,,,,,,,
1168,tvaughan,0,2,13,1,0,,,,,,,
1171,baijum,0,1,1,1,0,,,,,,,
1172,baijum,0,1,1,1,0,,,,,,,
1173,emidln,1,1,0,1,0,,,,,,,
1174,baijum,0,1,2,1,0,,,,,,,
1175,baijum,0,1,0,1,0,,,,,,,
1176,msabramo,0,1,0,1,0,,,,,,,
1177,msabramo,0,1,0,1,0,,,,,,,
1178,baijum,0,1,0,1,0,,,,,,,
1180,baijum,0,1,1,1,0,,,,,,,
1181,brettbuddin,1,1,1,1,0,,,,,,,
1182,brettbuddin,0,1,0,0,0,,,,,,,
1183,brettbuddin,0,2,0,1,0,,,,,,,
1187,msabramo,0,1,1,1,0,,,,,,,
1186,tvaughan,0,3,0,1,0,,,,,,,
1191,msabramo,0,1,3,0,0,,,,,,,
1190,baijum,0,1,12,1,1,0,4,4,2,2,2,2
1188,baijum,0,1,0,1,0,,,,,,,
1195,kadel,1,1,0,1,0,,,,,,,
1194,mnemonikk,0,3,0,1,0,,,,,,,
1192,msabramo,0,1,0,1,0,,,,,,,
1197,msabramo,0,1,1,1,0,,,,,,,
1196,maspwr,0,1,0,0,0,,,,,,,
1202,baijum,0,1,0,1,0,,,,,,,
1203,kadel,0,1,0,1,0,,,,,,,
1200,msabramo,0,2,1,1,0,,,,,,,
1201,baijum,0,1,0,1,0,,,,,,,
1206,LinuxJedi,1,1,0,1,1,1,2,1,1,1,1,0
1204,uggedal,0,1,1,1,0,,,,,,,
1210,techhat,0,2,1,1,0,,,,,,,
1211,baijum,0,2,1,1,0,,,,,,,
1214,baijum,0,1,0,1,0,,,,,,,
1215,skruger,1,1,0,0,0,,,,,,,
1212,baijum,0,1,1,1,0,,,,,,,
1213,baijum,0,1,0,1,0,,,,,,,
1375,lcrees,0,3,3,1,0,,,,,,,
1372,baijum,0,1,0,1,0,,,,,,,
1367,d0ugal,1,1,2,1,0,,,,,,,
1364,dcolish,0,1,0,1,0,,,,,,,
1363,baijum,0,1,0,1,0,,,,,,,
1362,baijum,0,1,0,1,0,,,,,,,
1361,dcolish,0,2,0,1,0,,,,,,,
1360,baijum,0,1,0,1,0,,,,,,,
1358,lcrees,0,22,0,0,0,,,,,,,
10030,gldnspud,0,0,0,0,0,,,,,,,
1359,dcolish,0,4,10,1,0,,,,,,,
1356,msabramo,0,1,0,1,0,,,,,,,
1357,tvaughan,0,1,0,1,0,,,,,,,
1354,baijum,0,1,7,1,0,,,,,,,
1355,msabramo,0,1,3,1,0,,,,,,,
1352,baijum,0,1,0,1,0,,,,,,,
1347,sharpone74,0,2,2,1,0,,,,,,,
1345,jcmcken,1,1,0,1,0,,,,,,,
1405,iffy,0,1,1,1,0,,,,,,,
1404,iffy,0,1,1,1,0,,,,,,,
1400,benoitbryon,1,1,1,1,0,,,,,,,
1403,iffy,1,1,0,1,1,0,4,2,0,0,1,0
1396,lcrees,0,1,0,1,0,,,,,,,
1394,twinshadow,1,1,0,1,0,,,,,,,
1390,akoumjian,0,1,1,1,0,,,,,,,
1391,lcrees,0,3,0,1,0,,,,,,,
1384,lcrees,0,7,2,0,0,,,,,,,
1385,lcrees,0,1,1,1,0,,,,,,,
1380,baijum,0,1,0,1,0,,,,,,,
1381,baijum,0,1,1,1,0,,,,,,,
1383,akoumjian,0,5,7,0,0,,,,,,,
1376,lcrees,0,2,1,1,0,,,,,,,
1377,lcrees,0,4,4,0,0,,,,,,,
1378,baijum,0,1,0,1,0,,,,,,,
1379,baijum,0,1,2,1,0,,,,,,,
1306,baijum,0,1,0,1,0,,,,,,,
16859,logic,0,1,0,0,0,,,,,,,
1304,thehoule,1,1,0,1,0,,,,,,,
1310,baijum,0,1,0,1,1,0,2,2,1,1,1,1
1308,thehoule,0,1,0,1,0,,,,,,,
1299,tvaughan,0,1,4,1,0,,,,,,,
1298,therek,0,3,0,1,0,,,,,,,
1297,kvelarde,0,1,0,1,0,,,,,,,
1296,kvelarde,0,3,0,1,0,,,,,,,
1303,baijum,0,1,4,1,0,,,,,,,
1302,baijum,0,2,5,1,0,,,,,,,
1288,bastichelaar,0,1,0,0,0,,,,,,,
1289,bastichelaar,0,2,0,1,0,,,,,,,
1294,kvelarde,0,1,0,1,0,,,,,,,
1295,sharpone74,1,1,1,1,0,,,,,,,
1283,hathawsh,0,1,0,1,0,,,,,,,
1280,dcolish,0,2,1,1,1,0,3,3,0,0,2,2
1281,hathawsh,0,1,0,0,0,,,,,,,
1286,kvelarde,1,5,0,1,0,,,,,,,
1287,padelt,1,1,0,1,0,,,,,,,
1339,dkelson,1,1,0,1,0,,,,,,,
1338,imankulov,0,1,1,1,0,,,,,,,
1341,imankulov,0,1,0,1,0,,,,,,,
1340,tvaughan,0,1,0,1,0,,,,,,,
1329,techhat,0,2,2,1,0,,,,,,,
1328,imankulov,0,1,2,1,0,,,,,,,
1331,lcrees,0,4,1,1,0,,,,,,,
1330,wzzrd,0,1,0,0,0,,,,,,,
1335,techhat,0,2,2,1,0,,,,,,,
1334,baijum,0,1,0,1,0,,,,,,,
1320,dreinhold,1,1,0,1,1,0,3,1,0,0,1,0
1322,thehoule,0,1,0,1,0,,,,,,,
1324,blast-hardcheese,0,2,0,1,0,,,,,,,
1325,lcrees,1,2,5,1,0,,,,,,,
1313,thehoule,0,1,0,1,0,,,,,,,
1315,imankulov,0,4,4,1,0,,,,,,,
1316,byronclark,0,1,0,1,0,,,,,,,
1494,avimar,1,1,0,1,0,,,,,,,
1492,UtahDave,0,2,0,1,0,,,,,,,
1491,UtahDave,0,1,2,1,0,,,,,,,
1489,baijum,0,1,0,1,0,,,,,,,
1502,avimar,0,1,0,1,0,,,,,,,
1503,andytinycat,0,1,0,1,1,1,0,0,0,0,0,0
1501,andytinycat,0,2,0,1,0,,,,,,,
1498,andytinycat,1,2,0,0,0,,,,,,,
1497,jhutchins,0,7,0,1,0,,,,,,,
1479,wzzrd,0,1,0,0,0,,,,,,,
1478,mrud,0,1,0,1,0,,,,,,,
1477,studer,1,1,0,1,0,,,,,,,
1476,drzero42,1,1,0,1,0,,,,,,,
10148,msabramo,0,0,0,0,0,,,,,,,
1475,grierj,0,3,0,1,0,,,,,,,
1474,jhutchins,0,1,0,1,0,,,,,,,
1483,jhutchins,0,1,0,1,0,,,,,,,
10154,msabramo,0,0,0,0,0,,,,,,,
1524,dcolish,0,2,4,1,0,,,,,,,
10134,msabramo,0,0,0,0,0,,,,,,,
1526,UtahDave,0,1,0,1,0,,,,,,,
1527,laprice,0,2,0,1,0,,,,,,,
1520,mattrobenolt,1,1,0,1,0,,,,,,,
1521,dcolish,0,1,0,1,0,,,,,,,
1532,akoumjian,0,1,0,1,1,1,2,0,1,0,0,0
1533,mattrobenolt,0,2,0,1,0,,,,,,,
1534,whiteinge,0,1,0,1,0,,,,,,,
1535,jhutchins,0,2,0,1,0,,,,,,,
1528,traviscline,0,1,0,0,0,,,,,,,
1529,drd,1,1,0,1,0,,,,,,,
1530,dcolish,0,1,0,1,0,,,,,,,
1531,dcolish,0,1,0,1,0,,,,,,,
1511,peacetara,0,1,0,1,0,,,,,,,
1510,peacetara,1,1,0,1,0,,,,,,,
1517,baijum,0,1,0,1,0,,,,,,,
1516,baijum,0,1,0,1,0,,,,,,,
1519,intchanter,1,1,0,1,0,,,,,,,
1518,laprice,1,1,0,1,0,,,,,,,
1513,wilkystyle,1,3,0,1,0,,,,,,,
1426,syphernl,0,3,0,0,0,,,,,,,
1427,syphernl,0,4,3,1,0,,,,,,,
1424,baijum,0,1,0,1,0,,,,,,,
1425,baijum,0,1,0,1,0,,,,,,,
1430,gavrie,1,1,0,1,0,,,,,,,
1431,gavrie,0,1,0,1,0,,,,,,,
1433,KB1JWQ,0,1,0,1,0,,,,,,,
1438,terminalmage,0,4,3,1,0,,,,,,,
1437,baijum,0,1,0,1,0,,,,,,,
1410,baijum,0,1,0,1,1,0,5,4,1,1,3,2
1408,twinshadow,0,1,0,1,0,,,,,,,
1414,vitaliyf,0,2,0,1,0,,,,,,,
1413,terminalmage,0,1,8,0,0,,,,,,,
1418,mika,1,1,1,1,0,,,,,,,
1422,kvelarde,0,1,0,1,0,,,,,,,
1421,baijum,0,1,0,1,0,,,,,,,
1458,gavrie,0,1,0,1,0,,,,,,,
1459,mika,0,1,0,1,0,,,,,,,
1462,jhutchins,0,1,0,1,0,,,,,,,
1463,dekkers,0,3,1,1,0,,,,,,,
1464,teancom,0,3,0,1,0,,,,,,,
1465,mrud,1,1,0,1,0,,,,,,,
1466,baijum,0,1,0,1,1,1,2,2,1,1,1,1
1467,srinivas-adivi,1,1,0,1,0,,,,,,,
1468,aboe76,0,1,0,0,0,,,,,,,
1469,gotcha,1,1,0,1,0,,,,,,,
1470,gavrie,0,1,0,1,0,,,,,,,
1441,akoumjian,0,7,3,1,0,,,,,,,
1445,elfixit,0,1,0,1,0,,,,,,,
1444,elfixit,0,1,0,1,1,1,1,1,0,0,1,1
1446,vitaliyf,0,3,0,1,0,,,,,,,
1449,elfixit,0,1,0,1,0,,,,,,,
1448,baijum,0,1,0,1,0,,,,,,,
1451,baijum,0,1,0,1,0,,,,,,,
1450,baijum,0,1,0,1,0,,,,,,,
1642,brianriley,1,3,0,1,0,,,,,,,
1643,herlo,0,1,1,1,0,,,,,,,
1640,grierj,0,2,0,1,0,,,,,,,
1644,kvelarde,0,4,0,1,0,,,,,,,
1645,kvelarde,0,6,0,0,0,,,,,,,
1634,pau,1,1,0,1,0,,,,,,,
1635,romeotheriault,0,1,0,0,0,,,,,,,
1632,jre,0,1,0,1,0,,,,,,,
1633,dekkers,0,1,0,1,0,,,,,,,
1638,tateeskew,0,1,0,0,0,,,,,,,
1639,dekkers,0,1,0,1,0,,,,,,,
1636,intchanter,0,1,0,1,0,,,,,,,
9220,msabramo,0,0,0,0,0,,,,,,,
1637,dekkers,0,1,1,1,0,,,,,,,
1659,imankulov,0,2,1,1,0,,,,,,,
1658,intchanter,0,1,0,1,0,,,,,,,
1657,intchanter,0,1,0,1,0,,,,,,,
1656,ydavid365,0,1,0,1,0,,,,,,,
1660,intchanter,0,1,0,1,0,,,,,,,
1649,dcolish,0,1,0,1,0,,,,,,,
1655,ydavid365,1,2,3,1,0,,,,,,,
1654,intchanter,0,1,0,1,0,,,,,,,
1609,bretep,0,2,0,1,0,,,,,,,
1611,andihit,1,1,0,1,0,,,,,,,
1612,aboe76,0,1,0,0,0,,,,,,,
1613,andihit,0,1,0,1,0,,,,,,,
1615,aboe76,0,1,0,0,0,,,,,,,
1600,avimar,0,1,0,1,0,,,,,,,
1601,romeotheriault,0,1,0,0,0,,,,,,,
1602,mrud,0,1,0,1,1,1,0,0,0,0,0,0
1603,gcw,1,1,0,1,0,,,,,,,
1604,mrud,0,3,0,1,0,,,,,,,
1605,romeotheriault,0,1,0,0,0,,,,,,,
1606,romeotheriault,0,1,0,0,0,,,,,,,
1607,jagster02,0,1,0,1,0,,,,,,,
1625,dekkers,0,1,1,1,0,,,,,,,
1624,bretep,0,3,0,1,0,,,,,,,
1627,jre,0,5,0,0,0,,,,,,,
1626,intchanter,0,1,0,1,0,,,,,,,
1628,jre,0,4,0,1,0,,,,,,,
1630,jre,0,2,0,1,0,,,,,,,
1619,andihit,0,1,0,1,0,,,,,,,
1618,fabulops,0,1,0,1,0,,,,,,,
1623,mrud,0,1,0,1,0,,,,,,,
1622,brutasse,1,1,0,1,0,,,,,,,
1582,mrud,0,1,0,1,0,,,,,,,
1580,avimar,0,2,0,1,0,,,,,,,
1578,mchesnut,0,1,0,1,1,1,3,0,2,0,0,0
